time	MFCC
127.687	[0.24583783590633132, -0.10455734357887203, -0.055318511889991658, 0.016473001744177328, 0.04390336224159351, -0.00013159756756048755]
127.965	[0.35644507451368274, -0.17690422339179279, -0.04157087990759125, 0.0857191539976834, 0.033859717170708868, 0.053680572731447732]
128.058	[0.12807871684000352, -0.093389011528402815, -0.011006886288358074, 0.0432724646711838, 0.010784851764827965, -0.0063924670521308255]
128.313	[0.004736136924330267, -0.080546213323714769, -0.05455468993828437, -0.030292346025111418, -0.0064647276592632932, 0.0013359497313784861]
128.476	[0.09574747520453418, -0.22565595905574634, -0.060672105283767583, -0.0016117559228919071, 0.0057881126130005442, 0.012052629825697618]
128.662	[-0.076727195325131989, -0.13976351025444375, -0.052762993997346977, 0.015531090528603195, -0.026894288210030128, 0.01733451921698027]
128.778	[0.073260534100548183, -0.15912192179477136, -0.0040648781860696268, 0.07657234428738055, -0.10676460567740413, 0.024417543491845328]
128.848	[0.06032252382466146, -0.24274613628988098, -0.10616005542446785, -0.013247004521571636, -0.02135078333283464, -0.040050056367044194]
129.126	[0.039244114388651649, -0.17818198383903666, -0.049394959923454745, 0.026400387965497193, -0.02485821282953907, -0.037157271744901098]
129.242	[0.030712282596884972, -0.035567821188345158, 0.0040756114336248398, -0.044930606039200266, -0.084568105530921603, -0.025835606421758639]
129.358	[0.12460106267751436, -0.087842963131258153, -0.0032983385563162548, -0.066866518444936254, -0.062596271243611612, -0.067599538901383191]
129.428	[-0.022509191055507981, -0.033124672455042123, 0.043911579671230216, 0.029392026090542051, -0.035957770636080043, 0.01960542794664677]
129.660	[-0.081805577863240261, -0.0713182593469944, -0.042517707608343204, -0.074862402678118764, -0.045608570312528761, -0.0056913669114577866]
129.823	[-0.078435929801562748, -0.079829468822377639, -0.030377387753810135, -0.035334781287825717, -0.01874532123718535, 0.017884454425463402]
130.101	[0.083911081166114107, -0.32331059378209209, -0.17144062741988669, -0.11126978502974376, -0.14798222479792136, -0.013650919104320227]
130.171	[-0.018144174976401351, -0.19348560121326189, -0.12684193813117473, -0.082338607579181919, -0.026161353615051133, -0.0087368653220245267]
130.403	[0.015790035065613165, -0.31859553885180958, -0.1211916283041507, -0.033888224391425449, 0.0067241642443383841, -0.021757220254509071]
130.891	[0.086665045998785079, -0.37198051729744741, -0.35405971587854268, 0.070967996747998585, -0.029242662657412852, 0.0097950254227864558]
130.984	[0.34444964768958253, -0.035242023964507423, 0.0050772842047053426, 0.11406868374986305, -0.04027595198368588, -0.032734066522128423]
131.053	[0.16640390322208654, -0.046096110791337699, 0.063648088400710873, 0.12079573268562076, -0.034586469491121395, 0.0027198607186857049]
131.216	[0.096217081270839111, 0.065743928725747233, 0.065728400878871759, -0.016582559001962954, -0.020860937209577001, 0.020756552513946879]
131.286	[0.073657712184253224, -0.0016082216998666043, -0.01182036955533739, 0.013136877693034531, 0.011684908426685141, 0.028303979009032105]
131.471	[0.31991325215188404, -0.013599513614557347, -0.0092924718347211187, 0.058935917228069998, 0.075302263333628869, -0.020159136402226524]
131.541	[0.19579848008854234, -0.040541508969125131, -0.0064997842997102165, 0.0073168932879816208, 0.035718919979994677, 0.037238916971221239]
131.913	[0.20511504531427635, -0.17787536446115532, -0.050614896818557624, 0.017572912767119649, -0.0042910943105764271, 0.041075417822382145]
132.098	[0.055418707066073693, -0.13628588082868698, -0.013007011430349691, 0.06342996176288801, 0.036993459607533169, 0.07649941330857217]
132.400	[-0.07112360968389228, -0.16155739179336798, -0.061028270761208467, 0.014481714600536277, 0.057719543317054471, 0.052559812811406606]
132.563	[0.08757954426971222, -0.0023198832864544964, -0.029691629395231553, 0.003961109526955762, -0.032462232329629769, -0.030176358137063684]
132.818	[0.15647136050837654, 0.0084346875777159443, 0.011278499801480471, 0.046808723164320325, 0.020282237290243536, 0.0071197442586099354]
132.934	[0.15540719592938243, 0.058778288798648333, 0.0089769548541717998, 0.051951117843399237, 0.052358846252903962, 0.012823403767544013]
133.027	[0.077207158447581609, 0.022415281840471833, -0.0016392161649926797, 0.07753664876443063, 0.0091446687216902821, 0.028080110818319001]
133.259	[0.10076377313707033, -0.031179143674923294, -0.03028947548315231, 0.039095785258853828, 0.028359518835773159, 0.02713624541850396]
133.677	[0.29932277677831715, -0.16463039636940582, -0.049422308952923932, 0.059095909474247213, 0.04398144537479258, -0.012654333976615084]
133.747	[0.063468629860335551, -0.10697577390623519, -0.0634578325722817, 0.084380694638786474, 0.095034913925817491, 0.027090574570502495]
133.863	[0.029266611677256735, -0.067136046585825809, -0.049090631998842019, 0.058937891605837477, 0.12422908020896291, 0.093544287965491441]
134.095	[0.19300708186653459, -0.070313009895622086, -0.046596435207024021, 0.015990660622556725, -0.0062945698701375443, 0.02041860558297081]
134.606	[0.23011318435311481, -0.14932003591184403, 0.014986530334219263, 0.038708767918280561, -0.035917393060720941, 0.060983118411235292]
134.722	[0.010357693550432218, -0.053039005102416263, 0.067371259389845811, 0.056866336393491812, 0.033200262151786945, 0.027626870716331277]
134.838	[0.030190967146908519, -0.11009233926303844, 0.031944525924781718, 0.059276662207355203, -0.037178922577543107, 0.0060903156629156709]
135.047	[0.064461986820552611, -0.099408265202056353, -0.018242052765162498, 0.094482389324926475, 0.023040567763368026, 0.013036701433973402]
135.303	[0.047170798765433258, -0.010573196496162552, -0.052654111109190924, -0.010151180495306873, -0.027508512686531972, 0.0039487101752802367]
135.419	[0.064619424755820873, -0.036744191033384846, -0.091988149051418625, -0.048173416083293202, 0.084088135088268429, 0.045354923107709388]
135.465	[0.047364294612152358, -0.10313426767074772, -0.072690581929406667, 0.0064271523778936203, -0.01572659100076728, -0.0073607335132900636]
135.790	[-0.025725572635391797, -0.16706911785015088, -0.0027119611077755187, 0.07772417426382508, 0.006074882612860091, -0.0097395077943419773]
135.837	[0.0076280358226455992, -0.11105513591988529, -0.031613725165995282, 0.001059323843237518, -0.0027073016151488963, 0.037833671455089389]
136.092	[0.10856117801876607, -0.17935802758443456, -0.1350641807591742, 0.01237731518957772, 0.064068748651229024, -0.019654501355152093]
136.208	[0.20203180748858368, -0.18820496619282587, -0.12791634442506916, -0.026700906571664219, 0.012336965608647783, 0.065419842556642488]
136.324	[0.15146300636826315, -0.068064152011895043, -0.082117882360502076, 0.042252736631623398, 0.027007218669348916, -0.012785083830911686]
136.510	[0.080546599736766061, -0.064179757868041573, -0.037270079601888058, 0.021260506928285995, -0.0009124132661463833, -0.02195734575711315]
136.719	[0.16718527261075491, -0.22210038169721877, -0.20902175910795501, -0.038130101419657322, -0.092903117470535174, -0.054983834457131724]
136.882	[0.1726536792299857, -0.13396641908416859, -0.12212473269017526, -0.073324127012187976, 0.011053271862073126, -0.022654386650762266]
137.044	[0.18158516772445535, -0.2047786319612013, -0.20280613090726063, -0.06668692112236356, 0.00077961733378059, -0.019933716148221588]
137.137	[0.0038635093667071223, -0.17090421932982588, -0.14262335353788069, -0.057747693579215428, -0.046590318566295821, -0.018229261012490727]
137.207	[-0.080172532093003068, -0.11948277970874885, -0.088983381991315946, -0.053395706726064009, -0.0012815410742191651, 0.040194537404048963]
137.439	[-0.042176077033390158, -0.12833467206857041, -0.096244684070958167, -0.03382439808306318, 0.00065082374391952193, 0.0094629058673134647]
137.601	[-0.040806151355005808, -0.23795613010002853, -0.22181715262634208, -0.094888485376785542, -0.031776661907742226, 0.0014799588953739056]
137.857	[0.050732205529943869, -0.25028857135508448, -0.11999051452045353, 0.017933905202890097, 0.0051552918454457579, 0.02189419533532019]
137.927	[0.13911342741870794, -0.12342508089985549, 0.042669206593260796, 0.053997367136632959, -0.0054539430405136083, -0.028930763233116406]
138.112	[0.28842982003550122, -0.21966234330530127, 0.058284622668958314, -0.024134356642751147, 0.0073659347821545453, -0.0066227724798102036]
138.205	[0.14612416912943291, -0.043904924681171284, -0.076331272622091648, -0.021100661674094089, 0.041884153541145289, 0.045162028924931735]
138.298	[0.060038682938671713, -0.0054027479087424175, 0.0022506617477922298, 0.0032053260791313396, -0.0045079378682131117, 0.007270779779872877]
138.577	[0.083862564113789506, -0.030854497362981407, 0.015946869908980432, -0.018797900419876851, -0.093500803954264827, -0.079169282532319765]
138.646	[0.019117044370238801, 0.0094615554004200703, -0.0056109316085507779, -0.0012771928071285429, -0.006838185832235639, -0.016933221143364853]
138.995	[0.059097935218131586, 0.006019079442437735, -0.0030604024677114172, 0.0070242968876836533, 0.032243361655609079, 0.042873514682679033]
139.157	[0.092230203903524446, 0.0064806323386607289, -0.030993306705582618, -0.0030798602268384038, 0.014296101710890347, 0.0042669372585461109]
139.227	[0.14861473034127903, -0.029932744647479179, -0.093691776082777012, -0.011825278640201093, -0.011000501843740261, -0.0071747739693986236]
139.482	[0.35240014298888167, -0.15547923423637081, -0.051700007518071828, -0.076126702924227407, 0.042729621870950092, -0.041270939771575726]
139.854	[0.12032725750846623, 0.01658618796032817, 0.0021295127833962247, 0.02215707516611426, -0.007097995557861567, -0.060835069586330739]
139.923	[0.43429276597052641, -0.0027687074848780414, -0.075296769941649258, -0.023115544788836893, 0.0065569656825984271, -0.031972400338981792]
140.016	[0.27771572631855873, -0.0049769104679974014, -0.037375751304679843, 0.032004242725948283, 0.041824978262156622, -0.0047118771899385473]
140.318	[0.35943593440012667, 0.15775745268686375, 0.030871255061267196, -0.023070033883551062, -0.0059263349767514472, 0.05786935226828361]
140.341	[0.25384209298934485, 0.0038551490789059182, -0.047607342963571955, 0.014907340909629054, 0.07248759506936886, 0.06226244090755647]
140.458	[0.052806811068557065, -0.0079905832973568292, -0.0072561786219351261, 0.037911833141704702, 0.071913963942523612, 0.065762980402320842]
140.759	[0.40575841273786678, -0.057368853071577644, -0.065980206369239722, 0.018449063777661159, 0.043410253167037206, -0.0028482854635436187]
140.899	[0.18691518693604978, 0.045523271950635373, 0.00014210715502685039, 0.010384159353173326, 0.0067112478537771688, -0.020487828246102843]
141.061	[0.065745018447384174, 0.027178501747836106, 0.0092700704966112314, 0.01134463929776436, 0.0023945998373999348, -0.011474175042727181]
141.642	[0.12786671918352446, -0.0033436260301809937, 0.077116739311738056, 0.061647882717312093, -0.019654327963453587, -0.026603026254072439]
141.735	[0.14613113718396134, -0.06589169160099749, 0.030724757537773647, 0.0081643342559107289, -0.0026357247870531157, 0.026796904120763899]
141.851	[0.091013347591617055, -0.14422452388988161, 0.069699031503405284, 0.046704535824667714, -0.044909970265143803, 0.030414545768233037]
142.129	[0.091856197052003236, -0.11556407328620071, -0.0066436470041338572, 0.1069156602311675, -0.011602291076017434, -0.0023926832238446872]
142.385	[0.014061756670589131, -0.090044403323151029, -0.062168021812344418, 0.03035751636468751, 0.042060343514980558, -0.00053755854145347292]
142.547	[-0.014423979850439627, -0.11122260037771448, -0.10966329603314687, -0.048653991096996786, -0.0013960852273177259, -0.023418056307752601]
142.687	[-0.081601899125757993, -0.10144504963194673, -0.046735171930529187, 0.011720237342795219, 0.0070026951341880502, -0.040558234565670891]
142.965	[-0.036776608569837908, -0.13902988984271392, -0.10169535461521105, -0.0068858774255178687, -0.0087978974087580489, -0.023134101394894399]
143.151	[-0.0704352079623978, -0.11098544289761676, -0.11043953718582349, -0.058505691502678127, 0.049166614544515333, 0.046724674277763535]
143.267	[0.071908639446162007, -0.14648816594875377, -0.087831575174109333, -0.016963374543205616, 0.011167783538703277, -0.0054938692985169067]
143.406	[0.18335870883717928, -0.045431387293353068, -0.045335929532020834, -0.034287654942979154, -0.0052788827745379489, -0.023460036602972731]
143.523	[0.24089650889305081, -0.11316500355964057, -0.033639455829017562, -0.0018294177127159237, -0.027886414408964763, -0.020063417758387807]
143.732	[0.34273902475674944, -0.24323284379897933, -0.064298403975707893, 0.0033163779735965277, -0.066205914790226028, 0.019705050895898798]
143.917	[-0.017866843074698647, -0.083916872784152691, -0.091004089008381098, -0.025348212103844029, 0.029395211644569114, -0.005792130857957648]
144.010	[0.048922985581794753, -0.11206465913827134, -0.12339756180555926, -0.053941974220824786, -0.037116581720159837, -0.035000846961607941]
144.196	[0.21406215204607379, -0.28837709623252078, -0.14485787690290239, -0.04372643279937713, -0.034841849122522785, -0.00739139880879368]
144.312	[0.057100754904379034, -0.15541838554014364, -0.10205395434615483, -0.037650254776589759, -0.019814117521855475, -0.031223643929946206]
144.962	[-0.066701637325348381, -0.18771251740138731, -0.1213511707531372, -0.047516769813484828, -0.020044947190600987, -0.036971747035615808]
145.171	[0.2767017965996974, -0.024058048884754792, 0.04288002238423938, -0.0014693072195611887, -0.013536219894929605, 0.018340495850638069]
145.287	[0.17242054339718585, -0.11841117152121328, 0.056842596607134255, 0.053700572405531312, 0.036077663122020931, 0.0094852181220186783]
145.450	[0.057951258513371136, -0.069675349831140113, 0.036199406236280783, 0.011169620188645955, 0.014882685324899779, 0.045958708505173383]
145.636	[0.033247690589952007, -0.18239767960293243, -0.043128245619771188, 0.02855391937521394, 0.04698812775104546, 0.073769389530869464]
145.798	[0.068369823128794388, -0.050168855271028275, -0.017870982258696939, 0.0015549931016996708, 0.011044470407445293, 0.035666027256598037]
146.007	[0.045607920214194998, -0.079435782811093855, -0.059044368278353875, 0.017285661288923265, 0.048549462648008988, 0.0054541348315005622]
146.100	[0.02996581177058279, -0.099597416592558108, -0.060340823782710509, 0.040452016126366716, 0.095599916485386155, 0.011181493386791249]
146.193	[0.22026466976204986, -0.16903664390129552, -0.094112006427029798, 0.076220637082609705, 0.049020786699266093, -0.0064100424862188529]
146.471	[0.14683340172362852, -0.11238565509124775, 0.039023206435010456, 0.10297793882812233, 0.078815582966384592, 0.01026984498758794]
146.518	[0.021857152327182189, -0.13319032357754837, -0.10365614066079128, 0.0080206984023335568, 0.063612870829916415, 0.039866125814753892]
146.750	[0.1370302117121967, -0.11657198754886451, -0.13184590887972147, 0.13669863882510511, -0.010504288452677804, -0.033779722671248465]
146.936	[0.2145297049595716, 0.015563509074654605, 0.035341892209272786, 0.062571964252023896, 0.0081553275318631876, -0.017639127746944969]
147.052	[0.24613192956256191, 0.034616777095291699, 0.085124662995215913, 0.043262026013019254, 0.075727677032278395, -0.038325372492012455]
147.122	[0.25275226614091789, 0.051080812314180178, 0.030280373051528045, 0.1419844415801457, 0.10801737447875698, -0.026519551496168903]
147.191	[0.11466348520368783, 0.0089613024349859526, 0.010356334905515036, 0.047025375470505504, 0.041600609631639328, 0.037510544637178928]
147.423	[0.16769661891119425, -0.085966901381801686, -0.036460903384964251, 0.12947268366388204, 0.097185905846252585, 0.0052665085192268018]
147.632	[-0.01242149806538392, -0.074498207693852861, -0.054001863383416837, 0.0399756062836015, 0.089836691965461637, 0.060420196017202991]
147.795	[0.04242061375788727, -0.066791475003739872, -0.048940733883140873, 0.014137662733085705, 0.050340888414509365, 0.059857459268994183]
148.097	[-0.065866967091953513, -0.16574349655788212, -0.13202886283959475, 0.017300839270746202, 0.10053639434611487, 0.07570490455248384]
148.236	[0.27589180957100468, -0.14706196977296529, -0.1119038409874174, 0.16688431921571215, 0.18996150383069227, 0.047895889429275473]
148.352	[0.071711279407589645, -0.0032863708396533441, -0.02539045676966984, 0.027690230919380249, 0.051154737799505093, -0.0026619051794795835]
148.724	[0.13788976255496338, 0.044116652128085222, -0.013594049295516247, 0.034836918536786929, 0.022129952327133613, -0.012451781299993043]
148.840	[0.069266849166938885, 0.011109160665849415, 0.0098060037277358496, 6.3424979408621324e-05, 0.0084729808225156873, -0.034450079375631742]
148.933	[0.012347766943997602, -0.0056551502560121493, 0.047362768709196049, 0.050794930047239714, 0.058763929522001546, -0.025012974441891715]
149.049	[0.043221749291223674, -0.038220539400532619, 0.032710749105257765, 0.05682756280292324, 0.030777645601635723, -0.0044715709943893029]
149.165	[0.07872010857577276, -0.043804635639503771, -0.043114081028941827, 0.034447458531634424, 0.030256470362876819, -0.026085652915562075]
149.444	[0.065791905514971924, -0.099593172805581776, -0.20864594899692054, 0.019991993132316869, 0.036945823938230163, 0.096257953299253185]
149.513	[0.19970360855315489, -0.1023680326193219, -0.094725842320248499, 0.12707158087317888, 0.042358406062686482, -0.046297431360212006]
149.629	[0.037705947857843911, -0.11180836373397574, -0.047388173404386502, 0.015111638754690043, -0.0074495531769490867, -0.054087573340013864]
149.769	[-0.027342172359691209, -0.17762450253229126, -0.082654099510258927, -0.037754500808072806, -0.015255903405366407, -0.077110333361638084]
149.908	[-0.07550823983350291, -0.21587897508042031, -0.057423749691567431, -0.016055929710333192, 0.0064463989099753207, -0.034020677361082136]
149.978	[-0.062094744033587161, -0.090542749567100386, -0.032964768896609278, -0.01332975707221235, -0.034511223513603771, -0.015919125631607675]
150.280	[-0.023813786006245036, -0.13490876402645854, -0.016181672348044029, -0.0053390959760205537, 0.010776466501257529, -0.027666801690887012]
150.489	[0.13127781791059032, -0.066819504726529394, 0.047310852909401784, -0.00028615033304221803, -0.10161087354156477, -0.025611960013604888]
150.558	[0.036483461914032803, -0.03059067317709991, 0.022192595094796916, -0.035341102842036926, -0.060523491891402409, 0.028266613287578308]
150.814	[0.26911504567706829, -0.16559245632188793, 0.029778392380449548, -0.045715049208437206, -0.12419746065383326, 0.021732542174684771]
150.930	[0.1140946326592248, -0.25756105934993423, -0.00043538917791326626, -0.11188550297970809, -0.15050400971699529, -0.0051980294121080524]
151.069	[0.21584604319903614, -0.20197101245442545, -0.013493609474898553, -0.042801519687158888, -0.10199563791895594, 0.020219214200563929]
151.139	[0.1319072733550643, -0.22906468460305476, -0.0514428086612072, 0.014600769645103292, -0.057525118909717718, 0.040947357290668944]
151.371	[0.004783978695638476, -0.17774642125476078, -0.16816832979513494, -0.082606022309412191, -0.0038656945499177192, 0.0061521743432666649]
151.510	[0.15861365381790693, -0.10422492725453343, -0.027111770222194218, -0.0050529435219480489, 0.025062972636517911, 0.017175099380277621]
152.276	[0.13863522713952281, 0.0050009921608791348, 0.01143480671239416, 0.062659297767826014, -0.023524913042826459, -0.073106273898637289]
152.323	[0.038490900269062531, -0.0037394746258374262, 0.020369924899660052, 0.032597626769181057, 0.029374742874917741, -0.055787786772589006]
152.485	[0.10945556164088893, -0.038146190913168204, -0.0036570608277440042, 0.0053668798674385088, 0.075921590728018143, -0.0036573062863094964]
152.694	[0.067966227856296663, 0.0034010753752510567, -0.0083476528351701124, 0.014330200277999179, 0.055012992839684145, -0.020257714946832695]
152.950	[0.094821503181730757, -0.14446954251895752, -0.028878694772538186, 0.053071385703991059, -0.048697456063958727, 0.012773619401421271]
153.159	[0.048486344047854291, -0.16098042379957661, -0.092543126458183106, -0.024796777158454221, 0.0021878805098007677, 0.053343550690060922]
153.228	[0.088023922454409445, -0.14152337082008887, -0.14950765760734258, -0.035209922030453727, 0.039850197845645738, 0.0052847642308329092]
153.414	[-0.03605981589029239, -0.22751410701152477, -0.21588020565887439, -0.024126051183501449, 0.017286221317618981, 0.016548764757296122]
153.484	[0.092448240426774686, -0.12380862516590943, -0.16492757929235305, 0.013002182165894459, -0.0049430625604716897, 0.032747432744194512]
153.577	[0.044652350958356332, -0.1146066810796053, -0.12692254906208048, -0.027025867834871341, 0.031627044329418853, -0.044580502826436538]
153.809	[0.028315098782044482, -0.17792552968609918, -0.021241672868114025, -0.042192812684644379, -0.050117856203355439, 0.034971459758325468]
154.018	[0.29607599243394395, 0.021331939390612502, 0.12535346199697844, 0.039965400405853918, -0.034550601454604125, -0.043297660241390597]
154.041	[0.14033818882092591, -0.10886556477870482, 0.06893302914431583, 0.015341875794057347, -0.053863663381582917, -0.0091834872717033982]
154.297	[0.065613013452030439, -0.13041932283775659, 0.022985656306867414, -0.059898073654879667, -0.040477929050666155, 0.12148626321486873]
154.389	[0.0034445403275927262, -0.076539656123002453, 0.045185406642230627, -0.0471166281355372, -0.045452129606899545, -0.0051277329388495514]
154.645	[-0.0084261706702432309, -0.099782834959699557, 0.014671864764037972, -0.060801782644531489, -0.075476284987693876, -0.00051135476667208801]
154.924	[0.070342387150804722, -0.12036723726524476, -0.072606198476968545, -0.11041442143227065, -0.077731255928489951, -0.0010000821761558627]
154.970	[0.048913266938710058, -0.14114208415981594, -0.099832771519680424, -0.065274903699952549, -0.002681098088790284, -0.010214575691356602]
155.713	[0.12607408251182886, -0.015022898989983638, -0.029704250633391143, 0.022939637329032814, 0.012077171606681494, -0.048721255191914149]
155.945	[0.098293845970326268, -0.051373080984468827, -0.050574292560913885, 0.018668614098292433, -0.0060954802279717312, -0.069506791998105416]
156.015	[0.16429283677265563, -0.031146653229205356, -0.090626008937529992, 0.12807734067445231, 0.041038192264833358, -0.054423975739606167]
156.340	[0.25364993999413726, -0.040879112939851518, -0.11299763624047052, -0.0059261364078148837, 0.061422160903023, 0.022017163006626265]
156.526	[0.16617337814240152, -0.081755861525781556, -0.053491547138252014, -0.020004639626548491, 0.040264072710127975, -0.012552486006701048]
156.688	[0.1487845988688502, -0.12943283654387294, -0.10485235864877869, -0.02598877005307007, 0.0048579343171667767, 0.016088378123375748]
156.804	[0.062703087128495663, -0.20553508318285921, -0.050708867183755266, 0.0011815724994085912, -0.019142432091799971, -0.00058730663542947228]
156.920	[0.13573286089246525, -0.21197611243205156, -0.026506672893405733, -0.050653890950505855, 0.050543403432683272, 0.0085307845701468321]
156.967	[-0.039472328242631083, -0.18261426274369846, -0.08104723490121539, -0.017774234036243317, 0.015246544650630885, -0.0050955512795669801]
157.060	[-0.082846337459532224, -0.14561967020210725, -0.09025656659736403, -0.022768385176995549, 0.032314665216757785, -0.010371346335445366]
157.362	[-0.10021658372464513, -0.1828485656743534, -0.13648674850722348, 0.0041156612747629603, -0.056081098785439425, -0.071657868062929203]
157.455	[0.0048344552652270639, -0.15711138332700511, -0.0095188833116551328, 0.021003241962740036, -0.027071119560034673, -0.015038669241860628]
157.571	[0.074842640765012639, -0.021275907481812326, 0.035047281071224387, -0.011409456787257181, -0.032145741929076994, 0.029032693018172861]
157.733	[0.11748267285296438, -0.22320335084365758, 0.021472507588705701, -0.027609656916463495, -0.1132364253434696, -0.0073693056802091447]
157.872	[0.048933436009872475, -0.14185726490284484, 0.018931701776080334, -0.059089103876016895, -0.06446806504190962, -0.030208248545811743]
158.012	[0.025269031335878465, -0.12219387492201124, -0.002243140299817386, -0.042645324027798609, -0.046548916879683801, 0.0097901001615740106]
158.198	[-0.0013780984336396872, -0.12892542371596408, -0.025290808193379703, -0.023444018846009655, -0.01140561752091071, -0.025266188648256478]
158.430	[0.55469287210880402, -0.17144567137596228, -0.14180397616590992, -0.13303501809434026, 0.0095954731725469387, 0.012786828263948259]
158.453	[0.10558471141618428, -0.15511984866534498, -0.11643658393633279, -0.022389253242998175, -0.021480329414263883, -0.045732171686531119]
158.662	[0.042250308309573603, -0.26022230262062579, -0.17946477797054064, -0.098941653370505464, -0.079363599626152276, 0.038648404851307987]
158.801	[0.035064008775418515, -0.24746550623950658, -0.12672410757438504, -0.035995295390602769, -0.0037703264046698159, 0.0098105119006675467]
158.941	[-0.1376112270626336, -0.26635548243732027, -0.22051750295581338, -0.12772426387353347, -0.039893194705974015, 0.0045353646996989048]
159.080	[-0.036844438004022415, -0.14522366863795294, -0.18568418505092807, -0.061344331263043783, -0.022911985746701717, 0.010548665585547918]
159.382	[0.20130311330827161, -0.075289984409986244, 0.0024263849754367593, 0.010098474335458492, -0.027863939167962131, -0.0092948047976903394]
159.568	[0.24019547055064008, -0.045923782825129107, -0.072899769908607109, -0.028784431772610176, -0.016927263516424308, -0.043920702165822875]
159.753	[0.37958640498282531, -0.24297216147755807, -0.046348532205378275, -0.079923766890934139, -0.076257368488023211, 0.056813228719025735]
159.869	[0.12286687849913813, -0.014855854437896405, -0.028659182708753624, 0.024233988177672403, 0.029079312017591005, 0.010667142402368834]
160.241	[0.1141808768912287, 0.042988189732980082, 0.026663005491897283, 0.029240290776455864, 0.027601788304940415, 0.04142121264785089]
160.311	[0.30111398000552081, -0.10037548090741703, -0.0022711250708354817, 0.037496434362046943, 0.050015365460804796, 0.028294090816410135]
160.427	[0.38082921535912972, -0.23521743878674573, -0.073315871317260708, 0.061622462345885094, 0.035476926280097631, 0.026407884855371048]
160.543	[0.046720177673421334, -0.0088969119842687554, -0.022359473024572231, 0.0046115227599696973, 0.040044587891068205, 0.037075055743178729]
160.821	[0.1362726424203593, 0.033590138101098059, -0.0087246961389267769, -0.0092540487935704116, 0.0094633898690895026, 0.017816451986097454]
160.961	[0.35817323789869959, 0.033795616613515149, -0.083017144267552676, -0.014727378632126939, -0.023257669616638214, -0.046023025638287134]
161.054	[0.21702943609097602, 0.053401566731773098, -0.0095871346759976196, 0.016580197146478546, 0.024095043472557646, -0.027307442366622987]
161.123	[0.14928114413166493, 0.013614215082576715, -0.031740567038331127, -0.0099948290059478084, 0.0033092319825586184, 0.0054009894433015666]
161.263	[0.16086182943222158, 0.0030781837253175052, -0.043264525740767397, -0.012638671915682229, 0.015941956173833632, 0.0037157924645171178]
161.564	[0.19572180147835166, 0.084360699138385814, -0.0076605768187627318, -0.013600233109240445, 0.0021940729439275221, 0.01019792991724049]
161.634	[0.10293504049930445, 0.048677700161120559, -0.021654281399940269, -0.020353264675714668, 0.011094196789169768, -0.0075944886316567659]
162.238	[0.11424511878601906, 0.051854532051054239, -0.017447895745669954, -0.026638573630214851, 0.00071577592845841083, 0.010825596645500377]
162.424	[0.17750693693516315, -0.018476909277593507, -0.06691793203648487, -0.016103351443711143, 0.020923416697433229, 0.0047124964109466483]
162.563	[0.29349895761674083, -0.053466496911347507, -0.010893433765325467, -0.076972999972667322, -0.065693945144563115, 0.037451892167146242]
162.772	[0.16517425296280586, -0.051261742244273302, -0.086789745855162082, -0.064000370775191689, -0.079397184737261386, -0.07194581304601283]
162.958	[0.28297102716315137, 0.091456867178182147, -0.020363081656442249, -0.0053644188073931299, -0.0098670010980638038, -0.027554010556370301]
163.004	[0.18652773040750961, -0.077166882898546202, -0.05938744275704394, 0.020832491634155865, -0.0046191660045039476, -0.011218966437709137]
163.120	[0.10745955104300689, 0.00069779455100810043, -0.032975892358835503, -0.010779910149956332, 0.0029112810820525218, -0.031632172772392463]
163.376	[0.31134734076433418, -0.14036233038856477, -0.021340927917406168, -0.030545527945839077, 0.014717878619158124, -0.037029576251976629]
163.492	[0.1861125711429531, -0.041477523095775216, -0.079629260390516668, -0.089833560146499139, -0.052610373093537346, -0.0028006194208289822]
163.631	[0.17727000760764863, 0.0018201924236629855, -0.047997348940866588, -0.034235577543103461, -0.017563995730350959, 0.022176618797809702]
163.840	[0.39156071071414827, 0.0046623185877095593, 0.0012841464833402445, -0.0038332493447720381, 0.012387242976838469, 0.040643481680008808]
163.910	[0.11741563748053659, -0.075334687671314918, -0.021091609701265727, 0.015073782448052417, -0.025374001866082505, -0.010127310430347257]
164.165	[0.2444785412806518, -0.12252594409389929, -0.017542541992535708, -0.0018603419265490876, 0.010639713070316444, -0.013483185012440068]
164.467	[0.24354223469037914, -0.053928881157617035, -0.063009492448654114, -0.017854040510979986, -0.027734031365938144, 0.020628722504470752]
164.560	[0.055628717764519706, -0.014416006362410706, -0.034605478896610545, -0.016255609474925672, 0.023301983861972186, 0.031016314742611881]
164.699	[0.072340445689226915, 0.020481091473538209, -0.034805539303829854, 0.0010375605626929813, 0.088640658330362596, 0.055025254344234213]
164.769	[0.10555014403759026, 0.018137434181142106, 0.028755019054764519, 0.060841043041197633, 0.013521109109006604, -0.02969755694924885]
164.838	[0.099974408014298313, -0.042805360515047054, -0.074117296162598587, -0.020853627521295152, 0.028919843135223069, 0.033455273316804826]
165.071	[0.078558661013923503, 0.03200422252132136, -0.021464269749119844, -0.012797903612840925, 0.043574063924563929, 0.037199974954818409]
165.373	[0.20637274113256932, -0.11814328159408365, -0.069547529735950062, -0.01978930889213109, -0.052926332467325025, -0.0097048931372345649]
165.489	[0.15897862729653695, -0.0010787384538200487, -0.039368264689961394, -0.012186569638768432, -0.014077880348893033, -0.011396167786586408]
